Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
5,0,26,1,1720,41,194,9,2,2,1,0,164.7
5,0,25,0,1973,44,31,66,4,1,1,0,34.245
12,0,26,0,1105,30,11,5,2,1,2,0,54.675
1,0,25,0,1230,15,22,1,4,1,2,0,21.75
11,0,24,0,1630,37,20,11,2,1,1,0,82.35
3,0,24,0,3630,66,9,21,3,1,1,0,111.6
3,0,17,0,2100,31,29,12,2,1,1,0,107.55
17,0,16,1,6797,146,86,40,1,2,1,0,459.42
13,0,14,0,9337,176,74,38,4,1,1,0,151.155
9,0,15,3,3257,50,32,17,3,1,1,0,107.31
3,0,8,1,4795,45,216,8,3,1,1,0,208.65
4,0,8,1,1892,24,1,5,3,1,1,1,57.06
0,0,35,0,3355,54,0,15,2,1,1,0,150.975
0,0,36,0,0,0,0,0,2,1,2,0,0
0,0,34,0,1438,43,327,22,2,1,1,0,211.86
0,0,35,0,3183,49,0,33,1,1,1,0,190.98
0,0,35,0,1378,41,0,31,1,1,1,0,82.68
0,0,35,0,2760,65,0,26,2,1,1,0,124.2
0,0,35,0,1345,22,253,16,3,1,1,0,116.25
2,0,34,0,8100,104,112,41,3,1,1,0,276.6
0,0,35,0,12758,152,0,42,3,1,1,0,382.74
0,0,35,0,3500,66,0,23,3,1,1,0,105
0,0,35,0,4903,78,0,10,2,1,1,0,220.635
0,0,35,0,1223,37,0,15,3,1,2,0,36.69
14,0,35,1,14125,208,22,30,2,1,1,0,645.525
0,0,35,0,2080,10,451,6,3,1,1,0,197.7
0,0,34,0,14470,165,118,28,2,1,1,0,704.25
0,0,34,0,5485,69,154,24,3,1,1,0,210.75
0,0,34,0,0,0,0,0,2,1,2,0,0
0,0,35,0,0,0,0,0,2,1,2,0,0
0,0,34,0,0,0,0,0,2,1,2,1,0
0,0,34,0,6493,110,352,41,2,1,1,0,450.585
0,0,34,0,10450,137,0,45,3,1,1,0,313.5
0,0,34,0,5703,58,76,35,2,1,1,0,290.835
0,1,30,0,0,0,0,0,2,1,2,1,0
10,0,33,6,9420,76,0,40,4,1,1,0,141.3
2,1,33,0,4803,81,0,22,2,1,1,1,216.135
0,0,31,0,1825,5,0,12,3,1,1,0,54.75
0,0,32,0,1975,24,0,14,2,1,2,1,88.875
0,0,33,0,1253,27,2,29,3,1,2,1,38.19
0,1,33,0,0,0,0,0,2,1,2,1,0
0,0,33,0,653,8,0,4,3,1,1,0,19.59
0,0,30,0,5770,80,0,20,4,1,1,0,86.55
0,0,33,0,0,0,0,0,3,1,2,1,0
0,0,33,0,0,0,0,0,4,1,1,0,0
14,0,28,1,15060,221,0,78,2,1,1,0,677.7
0,0,31,1,5950,99,239,31,2,2,1,0,375.3
0,0,33,0,2703,65,0,26,2,1,1,0,121.635
0,0,32,0,650,27,6,18,3,1,2,0,21.3
0,0,33,0,1765,36,143,21,2,1,1,0,143.775
0,0,24,0,300,19,161,9,2,2,1,0,85.95
0,0,23,0,553,22,0,66,4,1,1,0,8.295
0,0,24,0,0,0,0,0,2,1,2,0,0
0,0,23,0,0,0,0,0,4,1,2,0,0
0,0,22,0,210,15,0,11,2,1,1,0,9.45
0,0,22,0,2210,44,0,21,3,1,1,0,66.3
0,0,15,0,680,9,0,12,2,1,1,0,30.6
5,0,14,0,5377,124,53,40,1,2,1,0,354.42
1,0,12,0,7917,154,41,38,4,1,1,0,124.905
0,0,13,1,1837,28,0,17,3,1,1,0,55.11
0,0,6,0,3375,23,183,8,3,1,1,0,156.15
0,0,6,0,472,2,0,5,2,1,1,1,21.24
3,0,36,0,4065,65,0,15,2,1,1,0,182.925
0,0,37,0,0,0,0,0,2,1,2,0,0
5,0,35,0,2148,54,352,22,2,1,1,0,255.06
5,0,36,0,3893,60,0,33,1,1,1,0,233.58
0,0,36,0,2088,52,0,31,1,1,1,0,125.28
6,0,36,0,3470,76,25,26,2,1,1,0,167.4
0,0,36,0,2055,33,278,16,3,1,1,0,145.05
8,0,35,1,8810,115,137,41,3,1,1,0,305.4
2,0,36,0,13468,163,0,42,3,1,1,0,404.04
2,0,36,0,4210,77,0,23,3,1,1,0,126.3
1,0,36,0,5613,89,0,10,2,1,1,0,252.585
4,0,36,0,1933,48,1,15,3,1,2,0,58.29
20,0,36,2,14835,219,47,30,3,1,1,0,459.15
0,0,36,0,2790,21,476,6,3,1,1,0,226.5
4,0,35,0,15180,176,143,28,2,1,1,0,747.45
0,0,35,0,6195,80,179,24,3,1,1,0,239.55
0,0,35,0,570,8,0,9,2,1,2,0,25.65
0,0,36,0,405,8,6,6,2,1,2,0,20.925
0,1,35,0,0,0,0,0,2,1,2,1,0
0,0,35,0,7203,121,377,41,2,1,1,0,493.785
2,0,35,0,11160,148,4,45,3,1,1,0,336
3,0,35,0,6413,69,101,35,2,1,1,0,334.035
18,0,31,0,650,41,9,15,2,1,2,1,33.3
16,0,34,7,10130,87,0,40,4,1,1,0,151.95
8,0,34,0,5513,92,19,22,2,1,1,1,256.635
0,0,32,0,2535,16,0,12,3,1,1,0,76.05
4,0,33,0,2685,35,2,14,2,1,2,1,121.725
4,1,34,0,1963,38,27,29,3,1,2,1,66.99
0,0,34,0,0,0,0,0,3,1,2,1,0
0,0,34,0,1363,19,0,4,3,1,1,0,40.89
0,0,31,0,6480,91,7,20,4,1,1,0,98.25
0,1,34,0,323,1,2,2,4,1,2,1,5.145
0,0,34,0,0,0,0,0,5,1,1,0,0
20,0,29,2,15770,232,0,78,2,1,1,0,709.65
1,0,32,2,6660,110,264,31,2,2,1,0,418.5
0,0,34,0,3413,76,0,26,2,1,1,0,153.585
0,0,33,0,1360,38,31,18,3,1,2,0,50.1
1,0,34,0,2475,47,168,21,2,1,1,0,186.975
0,0,25,0,1010,30,186,9,2,2,1,0,129.15
0,0,24,0,1263,33,23,66,4,1,1,0,22.395
6,0,25,0,395,19,3,5,2,1,2,0,19.125
0,0,24,0,520,4,14,1,4,1,2,0,9.9
5,0,23,0,920,26,12,11,2,1,1,0,46.8
0,0,23,0,2920,55,1,21,3,1,1,0,87.9
0,0,16,0,1390,20,21,12,2,1,1,0,72
11,0,15,0,6087,135,78,40,1,2,1,0,412.02
7,0,13,0,8627,165,66,38,4,1,1,0,139.305
3,0,14,2,2547,39,24,17,3,1,1,0,83.61
0,0,7,0,4085,34,208,8,3,1,1,0,184.95
0,0,7,0,1182,13,0,5,2,1,1,1,53.19
3,0,36,0,4065,65,0,15,2,1,1,0,182.925
0,0,37,0,0,0,0,0,2,1,2,0,0
5,0,35,0,2148,54,352,22,2,1,1,0,255.06
5,0,36,0,3893,60,0,33,1,1,1,0,233.58
0,0,36,0,2088,52,0,31,1,1,1,0,125.28
6,0,36,0,3470,76,25,26,2,1,1,0,167.4
0,0,36,0,2055,33,278,16,3,1,1,0,145.05
8,0,35,1,8810,115,137,41,3,1,1,0,305.4
2,0,36,0,13468,163,0,42,3,1,1,0,404.04
2,0,36,0,4210,77,0,23,3,1,1,0,126.3
1,0,36,0,5613,89,0,10,2,1,1,0,252.585
4,0,36,0,1933,48,1,15,3,1,2,0,58.29
20,0,36,2,14835,219,47,30,3,1,1,0,459.15
0,0,36,0,2790,21,476,6,3,1,1,0,226.5
4,0,35,0,15180,176,143,28,2,1,1,0,747.45
0,0,35,0,6195,80,179,24,3,1,1,0,239.55
0,0,35,0,570,8,0,9,2,1,2,0,25.65
0,0,36,0,405,8,6,6,2,1,2,0,20.925
0,0,35,0,0,0,0,0,2,1,2,1,0
0,0,35,0,7203,121,377,41,2,1,1,0,493.785
2,0,35,0,11160,148,4,45,3,1,1,0,336
3,0,35,0,6413,69,101,35,2,1,1,0,334.035
18,1,31,0,650,41,9,15,2,1,2,1,33.3
16,0,34,7,10130,87,0,40,4,1,1,0,151.95
8,0,34,0,5513,92,19,22,2,1,1,1,256.635
0,0,32,0,2535,16,0,12,3,1,1,0,76.05
4,1,33,0,2685,35,2,14,2,1,2,1,121.725
4,0,34,0,1963,38,27,29,3,1,2,1,66.99
0,1,34,0,0,0,0,0,3,1,2,1,0
0,0,34,0,1363,19,0,4,3,1,1,0,40.89
0,0,31,0,6480,91,7,20,4,1,1,0,98.25
0,0,34,0,323,1,2,2,4,1,2,1,5.145
0,0,34,0,0,0,0,0,5,1,1,0,0
20,0,29,2,15770,232,0,78,2,1,1,0,709.65
1,0,32,2,6660,110,264,31,2,2,1,0,418.5
0,0,34,0,3413,76,0,26,2,1,1,0,153.585
0,0,33,0,1360,38,31,18,3,1,2,0,50.1
1,0,34,0,2475,47,168,21,2,1,1,0,186.975
0,0,25,0,1010,30,186,9,2,2,1,0,129.15
0,0,24,0,1263,33,23,66,4,1,1,0,22.395
6,0,25,0,395,19,3,5,2,1,2,0,19.125
0,0,24,0,520,4,14,1,4,1,2,0,9.9
5,0,23,0,920,26,12,11,2,1,1,0,46.8
0,0,23,0,2920,55,1,21,3,1,1,0,87.9
0,0,16,0,1390,20,21,12,2,1,1,0,72
11,0,15,0,6087,135,78,40,1,2,1,0,412.02
7,0,13,0,8627,165,66,38,4,1,1,0,139.305
3,0,14,2,2547,39,24,17,3,1,1,0,83.61
0,0,7,0,4085,34,208,8,3,1,1,0,184.95
0,0,7,0,1182,13,0,5,2,1,1,1,53.19
13,0,40,1,4675,77,12,19,3,1,1,0,143.85
5,0,41,0,623,11,14,6,3,1,2,0,22.89
15,0,39,1,2758,66,366,26,3,1,1,0,192.54
15,0,40,1,4503,72,8,37,1,1,1,0,274.98
8,0,40,1,2698,64,9,35,2,1,1,0,125.46
16,0,40,2,4080,88,39,30,3,1,1,0,134.1
9,0,40,1,2665,45,292,20,3,1,1,0,167.55
18,0,39,3,9420,127,151,45,3,1,1,0,327.9
12,0,40,1,14078,175,7,46,3,1,1,0,424.44
12,0,40,2,4820,89,9,27,3,1,1,0,147.3
11,0,40,1,6223,101,14,14,3,1,1,0,190.89
14,1,40,0,2543,60,15,19,3,1,2,0,80.79
30,0,40,4,15445,231,61,34,3,2,1,0,481.65
9,0,40,2,3400,33,490,10,3,1,1,0,249
14,0,39,1,15790,188,157,32,2,1,1,0,781.2
8,0,39,2,6805,92,193,28,3,1,1,0,262.05
5,0,39,0,1180,20,7,13,2,1,2,0,56.25
7,0,40,0,1015,20,20,10,3,1,2,0,36.45
5,0,39,0,305,6,7,2,2,1,2,1,16.875
8,0,39,1,7813,133,391,45,3,1,1,0,351.69
12,0,39,2,11770,160,18,49,4,1,1,0,179.25
13,0,39,2,7023,81,115,39,2,1,1,0,367.785
28,0,35,0,1260,53,23,19,3,1,2,1,44.7
26,0,38,9,10740,99,8,44,5,1,1,0,54.1
18,0,38,2,6123,104,33,26,2,1,1,0,290.385
6,0,36,1,3145,28,7,16,3,1,1,0,96.45
14,1,37,0,3295,47,16,18,3,1,2,1,103.65
14,1,38,0,2573,50,41,33,4,1,2,1,44.745
5,0,38,0,438,8,7,4,3,1,2,1,15.24
6,0,38,1,1973,31,7,8,4,1,1,0,30.645
8,0,35,2,7090,103,21,24,5,1,1,0,36.5
5,0,38,0,933,13,16,6,4,1,2,1,16.395
5,0,38,2,643,10,11,4,5,1,1,0,3.765
30,0,33,4,16380,244,7,82,2,2,1,0,740.25
11,0,36,4,7270,122,278,35,3,2,1,0,301.5
7,0,38,1,4023,88,9,30,3,1,1,0,123.39
8,0,37,0,1970,50,45,22,3,1,2,0,72.6
11,0,38,1,3085,59,182,25,2,1,1,0,220.725
9,0,29,2,1620,42,200,13,3,2,1,0,108.6
9,0,28,1,1873,45,37,70,5,1,1,0,11.215
16,0,29,0,1005,31,17,9,3,1,2,0,35.25
5,0,28,0,1130,16,28,5,4,1,2,0,21.15
15,0,27,1,1530,38,26,15,2,1,1,0,80.55
7,0,27,1,3530,67,15,25,3,1,1,0,110.4
7,0,20,1,2000,32,35,16,3,1,1,0,70.5
21,0,19,2,6698,147,92,44,2,2,1,0,342.81
17,0,17,1,9238,177,80,42,5,1,1,0,50.19
13,0,18,4,3158,51,38,21,3,2,1,0,106.14
7,0,11,2,4695,46,222,12,3,1,1,0,207.45
8,1,11,2,1793,25,7,9,3,1,1,1,55.89
16,0,42,2,4735,80,17,21,3,1,1,0,147.15
8,0,43,2,683,14,19,8,3,1,1,0,26.19
18,0,41,2,2818,69,371,28,3,1,1,0,195.84
18,0,42,2,4563,75,13,39,1,1,1,0,281.58
11,0,42,2,2758,67,14,37,2,1,1,0,130.41
19,0,42,3,4140,91,44,32,3,1,1,0,137.4
12,0,42,2,2725,48,297,22,4,1,1,0,85.425
21,0,41,4,9480,130,156,47,3,1,1,0,331.2
15,0,42,2,14138,178,12,48,3,1,1,0,427.74
15,0,42,3,4880,92,14,29,4,1,1,0,75.3
14,0,42,2,6283,104,19,16,3,1,1,0,194.19
17,0,42,2,2603,63,20,21,4,1,1,0,42.045
33,0,42,5,15505,234,66,36,3,2,1,0,484.95
12,0,42,3,3460,36,495,12,4,1,1,0,126.15
17,0,41,2,15850,191,162,34,2,1,1,0,786.15
11,0,41,3,6865,95,198,30,3,1,1,0,265.35
8,0,41,2,1240,23,12,15,2,1,1,0,61.2
10,0,42,2,1075,23,25,12,3,1,1,0,39.75
8,0,41,2,365,9,12,4,3,1,1,1,14.55
11,0,41,2,7873,136,396,47,3,1,1,0,354.99
15,0,41,3,11830,163,23,51,4,1,1,0,180.9
16,0,41,3,7083,84,120,41,2,1,1,0,372.735
31,1,37,2,1320,56,28,21,3,1,1,1,48
29,1,40,10,10800,102,13,46,5,2,1,0,54.65
21,0,40,3,6183,107,38,28,3,1,1,0,196.89
9,0,38,2,3205,31,12,18,3,1,1,0,99.75
17,1,39,2,3355,50,21,20,3,1,1,1,106.95
17,0,40,2,2633,53,46,35,4,1,1,1,46.395
8,0,40,2,498,11,12,6,3,1,1,1,18.54
9,0,40,2,2033,34,12,10,4,1,1,0,32.295
11,0,37,3,7150,106,26,26,5,1,1,0,37.05
8,1,40,2,993,16,21,8,4,1,1,1,18.045
8,0,40,3,703,13,16,6,5,1,1,0,4.315
33,0,35,5,16440,247,12,84,2,2,1,0,745.2
14,0,38,5,7330,125,283,37,3,2,1,0,304.8
10,0,40,2,4083,91,14,32,3,1,1,0,126.69
11,0,39,2,2030,53,50,24,4,1,1,0,37.95
14,0,40,2,3145,62,187,27,2,1,1,0,225.675
12,0,31,3,1680,45,205,15,3,2,1,0,111.9
12,0,30,2,1933,48,42,72,5,1,1,0,11.765
19,0,31,2,1065,34,22,11,3,1,1,0,38.55
8,0,30,2,1190,19,33,7,4,1,1,0,22.8
18,0,29,2,1590,41,31,17,2,1,1,0,85.5
10,0,29,2,3590,70,20,27,3,1,1,0,113.7
10,0,22,2,2060,35,40,18,3,1,1,0,73.8
24,0,21,3,6758,150,97,46,2,2,1,0,347.76
20,0,19,2,9298,180,85,44,5,1,1,0,50.74
16,0,20,5,3218,54,43,23,3,2,1,0,109.44
10,0,13,3,4755,49,227,14,3,1,1,0,210.75
11,1,13,3,1853,28,12,11,3,1,1,1,59.19
10,0,38,1,4615,74,7,17,3,1,1,0,140.55
5,0,39,0,563,8,9,4,3,1,2,0,19.59
12,0,37,1,2698,63,361,24,3,1,1,0,189.24
12,0,38,1,4443,69,7,35,1,1,1,0,270.78
5,0,38,1,2638,61,7,33,2,1,1,0,121.86
13,0,38,1,4020,85,34,28,3,1,1,0,130.8
6,0,38,1,2605,42,287,18,3,1,1,0,164.25
15,0,37,2,9360,124,146,43,3,1,1,0,324.6
9,0,38,1,14018,172,7,44,3,1,1,0,422.64
9,0,38,1,4760,86,7,25,3,1,1,0,144.9
8,0,38,1,6163,98,9,12,3,1,1,0,187.59
11,0,38,0,2483,57,10,17,3,1,2,0,77.49
27,0,38,3,15385,228,56,32,3,1,1,0,478.35
6,0,38,1,3340,30,485,8,3,1,1,0,245.7
11,0,37,1,15730,185,152,30,2,1,1,0,776.25
5,0,37,1,6745,89,188,26,3,1,1,0,258.75
5,0,37,0,1120,17,7,11,2,1,2,0,53.55
5,0,38,0,955,17,15,8,3,1,2,0,33.15
5,0,37,0,305,6,7,2,2,1,2,1,16.875
5,0,37,1,7753,130,386,43,3,1,1,0,348.39
9,0,37,1,11710,157,13,47,4,1,1,0,177.6
10,0,37,1,6963,78,110,37,2,1,1,0,362.835
25,1,33,0,1200,50,18,17,3,1,2,1,41.4
23,0,36,8,10680,96,7,42,5,1,1,0,53.75
15,0,36,1,6063,101,28,24,2,1,1,0,285.435
5,0,34,1,3085,25,7,14,3,1,1,0,94.65
11,0,35,0,3235,44,11,16,3,1,2,1,100.35
11,1,36,0,2513,47,36,31,3,1,2,1,86.19
5,0,36,0,305,6,7,2,3,1,2,1,11.25
5,0,36,1,1913,28,7,6,4,1,1,0,29.745
5,0,33,1,7030,100,16,22,5,1,1,0,35.95
5,0,36,0,873,10,11,4,4,1,2,1,14.745
5,0,36,1,305,6,7,2,5,1,1,0,1.875
27,0,31,3,16320,241,7,80,2,1,1,0,737.55
8,0,34,3,7210,119,273,33,2,2,1,0,447.3
5,0,36,1,3963,85,7,28,3,1,1,0,120.99
5,0,35,0,1910,47,40,20,3,1,2,0,69.3
8,0,36,1,3025,56,177,23,2,1,1,0,215.775
6,0,27,1,1560,39,195,11,2,2,1,0,157.95
6,0,26,1,1813,42,32,68,4,1,1,0,31.995
13,0,27,0,945,28,12,7,3,1,2,0,31.95
5,0,26,0,1070,13,23,3,4,1,2,0,19.5
12,0,25,1,1470,35,21,13,2,1,1,0,75.6
5,0,25,1,3470,64,10,23,3,1,1,0,107.1
5,0,18,1,1940,29,30,14,2,1,1,0,100.8
18,0,17,1,6638,144,87,42,2,2,1,0,337.86
14,0,15,1,9178,174,75,40,5,1,1,0,49.64
10,0,16,3,3098,48,33,19,3,1,1,0,102.84
5,0,9,1,4635,43,217,10,3,1,1,0,204.15
5,1,9,1,1733,22,7,7,3,1,1,1,54.09
14,0,44,2,4755,79,22,23,3,1,1,0,149.25
6,0,45,0,703,13,24,10,3,1,2,0,28.29
16,0,43,2,2838,68,376,30,3,1,1,0,197.94
16,0,44,2,4583,74,18,41,1,1,1,0,285.78
9,0,44,2,2778,66,19,39,2,1,1,0,133.56
17,0,44,3,4160,90,49,34,3,1,1,0,139.5
10,0,44,2,2745,47,302,24,4,1,1,0,86.475
19,0,43,4,9500,129,161,49,3,1,1,0,333.3
13,0,44,2,14158,177,17,50,3,1,1,0,429.84
13,0,44,3,4900,91,19,31,3,1,1,0,152.7
12,0,44,2,6303,103,24,18,3,1,1,0,196.29
15,1,44,0,2623,62,25,23,3,1,2,0,86.19
31,0,44,5,15525,233,71,38,3,1,1,0,487.05
10,0,44,3,3480,35,500,14,4,1,1,0,127.2
15,0,43,2,15870,190,167,36,2,1,1,0,789.3
9,0,43,3,6885,94,203,32,3,1,1,0,267.45
6,0,43,0,1260,22,17,17,2,1,2,0,64.35
8,0,44,0,1095,22,30,14,3,1,2,0,41.85
6,0,43,0,385,8,17,6,2,1,2,1,24.975
9,0,43,2,7893,135,401,49,3,1,1,0,357.09
13,0,43,3,11850,162,28,53,4,1,1,0,181.95
14,0,43,3,7103,83,125,43,2,1,1,0,375.885
29,1,39,0,1340,55,33,23,3,1,2,1,50.1
27,0,42,10,10820,101,18,48,5,1,1,0,55
19,0,42,3,6203,106,43,30,3,1,1,0,198.99
7,0,40,2,3225,30,17,20,3,1,1,0,101.85
15,1,41,0,3375,49,26,22,3,1,2,1,109.05
15,1,42,0,2653,52,51,37,4,1,2,1,47.445
6,0,42,0,518,10,17,8,3,1,2,1,20.64
7,0,42,2,2053,33,17,12,4,1,1,0,33.345
9,0,39,3,7170,105,31,28,5,1,1,0,37.4
6,1,42,0,1013,15,26,10,4,1,2,1,19.095
6,0,42,3,723,12,21,8,5,1,1,0,4.665
31,0,37,5,16460,246,17,86,2,1,1,0,748.35
12,0,40,5,7350,124,288,39,3,2,1,0,306.9
8,0,42,2,4103,90,19,34,3,1,1,0,128.79
9,1,41,0,2050,52,55,26,4,1,2,0,39
12,0,42,2,3165,61,192,29,2,1,1,0,228.825
10,0,33,3,1700,44,210,17,3,2,1,0,114
10,0,32,2,1953,47,47,74,5,1,1,0,12.115
17,0,33,0,1085,33,27,13,3,1,2,0,40.65
6,0,32,0,1210,18,38,9,4,1,2,0,23.85
16,0,31,2,1610,40,36,19,2,1,1,0,88.65
8,0,31,2,3610,69,25,29,3,1,1,0,115.8
8,0,24,2,2080,34,45,20,3,1,1,0,75.9
22,0,23,3,6778,149,102,48,2,2,1,0,350.91
18,0,21,2,9318,179,90,46,5,1,1,0,51.09
14,0,22,5,3238,53,48,25,3,2,1,0,111.54
8,0,15,3,4775,48,232,16,3,1,1,0,212.85
9,1,15,3,1873,27,17,13,3,1,1,1,61.29
12,0,36,1,4595,75,7,15,3,1,1,0,139.95
5,0,37,0,305,6,7,2,3,1,2,0,11.25
14,0,35,1,2678,64,356,22,3,1,1,0,187.14
14,0,36,1,4423,70,7,33,2,1,1,0,202.185
7,0,36,1,2618,62,7,31,2,1,1,0,120.96
15,0,36,1,4000,86,29,26,3,1,1,0,128.7
8,0,36,1,2585,43,282,16,3,1,1,0,162.15
17,0,35,2,9340,125,141,41,3,1,1,0,322.5
11,0,36,1,13998,173,7,42,3,1,1,0,422.04
11,0,36,1,4740,87,7,23,3,1,1,0,144.3
10,0,36,1,6143,99,7,10,3,1,1,0,186.39
13,0,36,0,2463,58,7,15,3,1,2,0,75.99
29,0,36,3,15365,229,51,30,3,1,1,0,476.25
8,0,36,1,3320,31,480,6,3,1,1,0,243.6
13,0,35,1,15710,186,147,28,2,1,1,0,773.1
7,0,35,1,6725,90,183,24,3,1,1,0,256.65
5,0,35,0,1100,18,7,9,2,1,2,0,52.65
6,0,36,0,935,18,10,6,3,1,2,0,31.05
5,0,35,0,305,6,7,2,2,1,2,1,16.875
7,0,35,1,7733,131,381,41,3,1,1,0,346.29
11,0,35,1,11690,158,8,45,4,1,1,0,176.55
12,0,35,1,6943,79,105,35,2,1,1,0,359.685
27,1,31,0,1180,51,13,15,3,1,2,1,39.3
25,0,34,8,10660,97,7,40,5,1,1,0,53.65
17,0,34,1,6043,102,23,22,2,1,1,0,282.285
5,0,32,1,3065,26,7,12,3,1,1,0,94.05
13,1,33,0,3215,45,7,14,3,1,2,1,98.55
13,1,34,0,2493,48,31,29,3,1,2,1,84.09
5,0,34,0,305,6,7,2,3,1,2,1,11.25
5,0,34,1,1893,29,7,4,4,1,1,0,29.445
7,0,31,1,7010,101,11,20,5,1,1,0,35.6
5,0,34,0,305,6,7,2,4,1,2,1,5.625
5,0,34,1,305,6,7,2,5,1,1,0,1.875
29,0,29,3,16300,242,7,78,2,1,1,0,736.65
10,0,32,3,7190,120,268,31,3,2,1,0,296.1
6,0,34,1,3943,86,7,26,3,1,1,0,120.39
7,0,33,0,1890,48,35,18,3,1,2,0,67.2
10,0,34,1,3005,57,172,21,2,1,1,0,212.625
8,0,25,1,1540,40,190,9,3,2,1,0,103.2
8,0,24,1,1793,43,27,66,4,1,1,0,30.945
15,0,25,0,925,29,7,5,3,1,2,0,29.85
5,0,24,0,305,6,18,2,4,1,2,0,7.275
14,0,23,1,1450,36,16,11,2,1,1,0,72.45
6,0,23,1,3450,65,7,21,3,1,1,0,105.6
6,0,16,1,1920,30,25,12,2,1,1,0,97.65
20,0,15,1,6618,145,82,40,2,2,1,0,334.71
16,0,13,1,9158,175,70,38,5,1,1,0,49.29
12,0,14,3,3078,49,28,17,3,1,1,0,100.74
6,0,7,1,4615,44,212,8,3,1,1,0,202.05
7,1,7,1,1713,23,7,5,3,1,1,1,53.49
18,0,46,2,4935,87,27,25,3,1,1,0,156.15
10,0,47,0,883,21,29,12,3,1,2,0,35.19
20,0,45,2,3018,76,381,32,3,1,1,0,204.84
20,0,46,2,4763,82,23,43,1,1,1,0,299.58
13,0,46,2,2958,74,24,41,2,1,1,0,143.91
21,0,46,3,4340,98,54,36,3,1,1,0,146.4
14,0,46,2,2925,55,307,26,4,1,1,0,89.925
23,0,45,4,9680,137,166,51,3,1,1,0,340.2
17,0,46,2,14338,185,22,52,3,1,1,0,436.74
17,0,46,3,5080,99,24,33,4,1,1,0,79.8
16,0,46,2,6483,111,29,20,3,1,1,0,203.19
19,0,46,0,2803,70,30,25,4,1,2,0,46.545
35,0,46,5,15705,241,76,40,3,1,1,0,493.95
14,0,46,3,3660,43,505,16,4,1,1,0,130.65
19,0,45,2,16050,198,172,38,2,1,1,0,799.65
13,0,45,3,7065,102,208,34,4,1,1,0,137.175
10,0,45,0,1440,30,22,19,3,1,2,0,49.8
12,0,46,0,1275,30,35,16,3,1,2,0,48.75
10,0,45,0,565,16,22,8,3,1,2,1,23.55
13,0,45,2,8073,143,406,51,3,1,1,0,363.99
17,0,45,3,12030,170,33,55,4,1,1,0,185.4
18,0,45,3,7283,91,130,45,2,1,1,0,386.235
33,1,41,0,1520,63,38,25,3,1,2,1,57
31,0,44,10,11000,109,23,50,5,1,1,0,56.15
23,0,44,3,6383,114,48,32,3,1,1,0,205.89
11,0,42,2,3405,38,22,22,4,1,1,0,54.375
19,1,43,0,3555,57,31,24,3,1,2,1,115.95
19,1,44,0,2833,60,56,39,4,1,2,1,50.895
10,0,44,0,698,18,22,10,3,1,2,1,27.54
11,0,44,2,2233,41,22,14,4,1,1,0,36.795
13,0,41,3,7350,113,36,30,5,1,1,0,38.55
10,1,44,0,1193,23,31,12,4,1,2,1,22.545
10,0,44,3,903,20,26,10,5,1,1,0,5.815
35,0,39,5,16640,254,22,88,2,2,1,0,758.7
16,1,42,5,7530,132,293,41,3,2,1,0,313.8
12,0,44,2,4283,98,24,36,3,1,1,0,135.69
13,0,43,0,2230,60,60,28,4,1,2,0,42.45
16,0,44,2,3345,69,197,31,2,1,1,0,239.175
14,0,35,3,1880,52,215,19,3,2,1,0,120.9
14,0,34,2,2133,55,52,76,5,1,1,0,13.265
21,0,35,0,1265,41,32,15,3,1,2,0,47.55
10,0,34,0,1390,26,43,11,4,1,2,0,27.3
20,0,33,2,1790,48,41,21,2,1,1,0,99
12,0,33,2,3790,77,30,31,4,1,1,0,61.35
12,0,26,2,2260,42,50,22,3,1,1,0,82.8
26,0,25,3,6958,157,107,50,2,2,1,0,361.26
22,0,23,2,9498,187,95,48,5,1,1,0,52.24
18,0,24,5,3418,61,53,27,4,2,1,0,59.22
12,0,17,3,4955,56,237,18,3,1,1,0,219.75
13,0,17,3,2053,35,22,15,3,1,1,1,68.19
8,0,34,1,4415,67,7,13,3,1,1,0,134.55
5,0,35,0,305,6,7,2,2,1,2,0,16.875
10,0,33,1,2498,56,351,20,3,1,1,0,180.24
10,0,34,1,4243,62,7,31,2,1,1,0,194.085
5,0,34,1,2438,54,7,29,1,1,1,0,150.48
11,0,34,1,3820,78,24,24,3,1,1,0,121.8
5,0,34,1,2405,35,277,14,3,1,1,0,155.25
13,0,33,2,9160,117,136,39,3,1,1,0,315.6
7,0,34,1,13818,165,7,40,3,1,1,0,416.64
7,0,34,1,4560,79,7,21,3,1,1,0,138.9
6,0,34,1,5963,91,7,8,3,1,1,0,180.99
9,0,34,0,2283,50,7,13,3,1,2,0,70.59
25,0,34,3,15185,221,46,28,3,1,1,0,469.35
5,0,34,1,3140,23,475,4,3,1,1,0,236.7
9,0,33,1,15530,178,142,26,2,1,1,0,762.75
5,0,33,1,6545,82,178,22,3,1,1,0,249.75
5,0,33,0,920,10,7,7,2,1,2,0,44.55
5,0,34,0,755,10,7,4,3,1,2,0,24.75
5,0,33,0,305,6,7,2,2,1,2,1,16.875
5,0,33,1,7553,123,376,39,2,1,1,0,509.085
7,0,33,1,11510,150,7,43,4,1,1,0,173.7
8,0,33,1,6763,71,100,33,2,1,1,0,349.335
